Vuosi,Kk,Pv,Klo,Aikavyöhyke,Pilvien määrä (1/8),Ilmanpaine (msl) (hPa),Suhteellinen kosteus (%),Sateen intensiteetti (mm/h),Lumensyvyys (cm),Ilman lämpötila (degC),Kastepistelämpötila (degC),Näkyvyys (m),Tuulen suunta (deg),Puuskanopeus (m/s),Tuulen nopeus (m/s)
2017,1,3,21:00,UTC,,,83,,,-7.8,-10.1,,,,
2017,1,3,22:00,UTC,,,84,,,-7.5,-9.8,,,,
2017,1,3,23:00,UTC,,,83,,,-7.7,-10.1,,,,
2017,1,4,00:00,UTC,,,83,,,-8.1,-10.5,,,,
2017,1,4,01:00,UTC,,,84,,,-8.9,-11.2,,,,
2017,1,4,02:00,UTC,,,82,,,-9.9,-12.3,,,,
2017,1,4,03:00,UTC,,,81,,,-10.3,-13,,,,
2017,1,4,04:00,UTC,,,81,,,-10.9,-13.6,,,,
2017,1,4,05:00,UTC,,,81,,,-11.9,-14.5,,,,
2017,1,4,06:00,UTC,,,81,,,-12,-14.6,,,,
2017,1,4,07:00,UTC,,,80,,,-12.5,-15.3,,,,
2017,1,4,08:00,UTC,,,79,,,-12.8,-15.6,,,,
2017,1,4,09:00,UTC,,,74,,,-13.8,-17.5,,,,
2017,1,4,10:00,UTC,,,74,,,-14.2,-17.8,,,,
2017,1,4,11:00,UTC,,,75,,,-14.5,-18,,,,
2017,1,4,12:00,UTC,,,74,,,-15.5,-19.1,,,,
2017,1,4,13:00,UTC,,,73,,,-16.4,-20,,,,
2017,1,4,14:00,UTC,,,73,,,-17,-20.7,,,,
2017,1,4,15:00,UTC,,,73,,,-17.5,-21.2,,,,
2017,1,4,16:00,UTC,,,75,,,-17.7,-21,,,,
2017,1,4,17:00,UTC,,,76,,,-18,-21.2,,,,
2017,1,4,18:00,UTC,,,77,,,-18.3,-21.2,,,,
2017,1,4,19:00,UTC,,,77,,,-18.5,-21.5,,,,
2017,1,4,20:00,UTC,,,78,,,-18.6,-21.6,,,,
2017,1,4,21:00,UTC,,,77,,,-18.8,-21.8,,,,
2017,1,4,22:00,UTC,,,77,,,-18.9,-21.9,,,,
2017,1,4,23:00,UTC,,,77,,,-19,-21.9,,,,
2017,1,5,00:00,UTC,,,77,,,-19,-22,,,,
2017,1,5,01:00,UTC,,,78,,,-19.3,-22.2,,,,
2017,1,5,02:00,UTC,,,77,,,-19.3,-22.3,,,,
2017,1,5,03:00,UTC,,,76,,,-18.7,-21.8,,,,
2017,1,5,04:00,UTC,,,77,,,-18.7,-21.7,,,,
2017,1,5,05:00,UTC,,,77,,,-18.6,-21.6,,,,
2017,1,5,06:00,UTC,,,78,,,-18.3,-21.2,,,,
2017,1,5,07:00,UTC,,,77,,,-18.3,-21.3,,,,
2017,1,5,08:00,UTC,,,77,,,-18.4,-21.4,,,,
2017,1,5,09:00,UTC,,,76,,,-18.7,-21.8,,,,
2017,1,5,10:00,UTC,,,74,,,-18.2,-21.6,,,,
2017,1,5,11:00,UTC,,,71,,,-17.1,-21.1,,,,
2017,1,5,12:00,UTC,,,70,,,-16.4,-20.6,,,,
2017,1,5,13:00,UTC,,,70,,,-16.5,-20.7,,,,
2017,1,5,14:00,UTC,,,74,,,-16,-19.6,,,,
2017,1,5,15:00,UTC,,,78,,,-16.1,-19.1,,,,
2017,1,5,16:00,UTC,,,80,,,-16.6,-19.2,,,,
2017,1,5,17:00,UTC,,,80,,,-16.7,-19.3,,,,
2017,1,5,18:00,UTC,,,80,,,-15.8,-18.5,,,,
2017,1,5,19:00,UTC,,,80,,,-15.2,-17.9,,,,
2017,1,5,20:00,UTC,,,82,,,-16,-18.4,,,,
2017,1,5,21:00,UTC,,,82,,,-16.6,-19,,,,
2017,1,5,22:00,UTC,,,81,,,-17.3,-19.7,,,,
2017,1,5,23:00,UTC,,,82,,,-17.4,-19.8,,,,
2017,1,6,00:00,UTC,,,82,,,-17.3,-19.6,,,,
2017,1,6,01:00,UTC,,,82,,,-17.7,-20,,,,
2017,1,6,02:00,UTC,,,81,,,-18.3,-20.7,,,,
2017,1,6,03:00,UTC,,,81,,,-18.8,-21.2,,,,
2017,1,6,04:00,UTC,,,81,,,-18.9,-21.3,,,,
2017,1,6,05:00,UTC,,,81,,,-19.1,-21.6,,,,
2017,1,6,06:00,UTC,,,81,,,-19,-21.4,,,,
2017,1,6,07:00,UTC,,,80,,,-19.7,-22.3,,,,
2017,1,6,08:00,UTC,,,79,,,-19.7,-22.4,,,,
2017,1,6,09:00,UTC,,,81,,,-18.9,-21.4,,,,
2017,1,6,10:00,UTC,,,82,,,-17.4,-19.8,,,,
2017,1,6,11:00,UTC,,,80,,,-15.5,-18.1,,,,
2017,1,6,12:00,UTC,,,79,,,-15.3,-18.2,,,,
2017,1,6,13:00,UTC,,,78,,,-15.3,-18.3,,,,
2017,1,6,14:00,UTC,,,79,,,-15.1,-17.9,,,,
2017,1,6,15:00,UTC,,,79,,,-15.1,-17.9,,,,
2017,1,6,16:00,UTC,,,75,,,-14.8,-18.2,,,,
2017,1,6,17:00,UTC,,,70,,,-14.3,-18.5,,,,
2017,1,6,18:00,UTC,,,73,,,-13.9,-17.7,,,,
2017,1,6,19:00,UTC,,,78,,,-13,-16,,,,
2017,1,6,20:00,UTC,,,82,,,-11.1,-13.6,,,,
2017,1,6,21:00,UTC,,,84,,,-9,-11.3,,,,
2017,1,6,22:00,UTC,,,85,,,-7.7,-9.7,,,,
2017,1,6,23:00,UTC,,,85,,,-6.7,-8.8,,,,
2017,1,7,00:00,UTC,,,85,,,-6.4,-8.5,,,,
2017,1,7,01:00,UTC,,,85,,,-5.7,-7.7,,,,
2017,1,7,02:00,UTC,,,84,,,-4.7,-6.9,,,,
2017,1,7,03:00,UTC,,,84,,,-4.1,-6.4,,,,
2017,1,7,04:00,UTC,,,88,,,-3.9,-5.6,,,,
2017,1,7,05:00,UTC,,,90,,,-3.7,-5.2,,,,
2017,1,7,06:00,UTC,,,91,,,-3.7,-4.9,,,,
2017,1,7,07:00,UTC,,,91,,,-3.5,-4.8,,,,
2017,1,7,08:00,UTC,,,91,,,-3.1,-4.4,,,,
2017,1,7,09:00,UTC,,,91,,,-3,-4.2,,,,
2017,1,7,10:00,UTC,,,91,,,-2.8,-4,,,,
2017,1,7,11:00,UTC,,,91,,,-2.5,-3.8,,,,
2017,1,7,12:00,UTC,,,89,,,-2.2,-3.7,,,,
2017,1,7,13:00,UTC,,,88,,,-2,-3.7,,,,
2017,1,7,14:00,UTC,,,87,,,-2.1,-3.9,,,,
2017,1,7,15:00,UTC,,,88,,,-2,-3.7,,,,
2017,1,7,16:00,UTC,,,91,,,-2,-3.2,,,,
2017,1,7,17:00,UTC,,,92,,,-1.9,-3,,,,
2017,1,7,18:00,UTC,,,93,,,-1.7,-2.7,,,,
2017,1,7,19:00,UTC,,,93,,,-1.7,-2.7,,,,
2017,1,7,20:00,UTC,,,93,,,-1.7,-2.7,,,,
2017,1,7,21:00,UTC,,,93,,,-1.8,-2.8,,,,
2017,1,7,22:00,UTC,,,93,,,-1.8,-2.8,,,,
2017,1,7,23:00,UTC,,,93,,,-2,-3,,,,
2017,1,8,00:00,UTC,,,93,,,-2.3,-3.2,,,,
2017,1,8,01:00,UTC,,,94,,,-2.1,-3,,,,
2017,1,8,02:00,UTC,,,94,,,-2.1,-3,,,,
2017,1,8,03:00,UTC,,,94,,,-2.1,-3,,,,
2017,1,8,04:00,UTC,,,94,,,-2.1,-3,,,,
2017,1,8,05:00,UTC,,,94,,,-1.9,-2.8,,,,
2017,1,8,06:00,UTC,,,94,,,-2,-2.9,,,,
2017,1,8,07:00,UTC,,,94,,,-1.8,-2.6,,,,
2017,1,8,08:00,UTC,,,94,,,-2,-2.8,,,,
2017,1,8,09:00,UTC,,,94,,,-1.7,-2.6,,,,
2017,1,8,10:00,UTC,,,94,,,-1.6,-2.5,,,,
2017,1,8,11:00,UTC,,,94,,,-1.3,-2.2,,,,
2017,1,8,12:00,UTC,,,93,,,-1.5,-2.4,,,,
2017,1,8,13:00,UTC,,,92,,,-1.7,-2.8,,,,
2017,1,8,14:00,UTC,,,89,,,-1.8,-3.3,,,,
2017,1,8,15:00,UTC,,,87,,,-1.9,-3.8,,,,
2017,1,8,16:00,UTC,,,88,,,-2,-3.8,,,,
2017,1,8,17:00,UTC,,,85,,,-1.7,-3.9,,,,
2017,1,8,18:00,UTC,,,84,,,-1.2,-3.5,,,,
2017,1,8,19:00,UTC,,,88,,,-1.2,-3,,,,
2017,1,8,20:00,UTC,,,88,,,-1.2,-2.8,,,,
2017,1,8,21:00,UTC,,,89,,,-1.1,-2.6,,,,
2017,1,8,22:00,UTC,,,90,,,-1,-2.5,,,,
2017,1,8,23:00,UTC,,,90,,,-1,-2.4,,,,
2017,1,9,00:00,UTC,,,90,,,-0.9,-2.3,,,,
2017,1,9,01:00,UTC,,,90,,,-0.7,-2.2,,,,
2017,1,9,02:00,UTC,,,90,,,-0.5,-2,,,,
2017,1,9,03:00,UTC,,,89,,,-0.5,-2,,,,
2017,1,9,04:00,UTC,,,89,,,-0.4,-1.9,,,,
2017,1,9,05:00,UTC,,,90,,,-0.4,-1.8,,,,
2017,1,9,06:00,UTC,,,89,,,-0.6,-2.1,,,,
2017,1,9,07:00,UTC,,,90,,,-0.9,-2.3,,,,
2017,1,9,08:00,UTC,,,89,,,-0.7,-2.4,,,,
2017,1,9,09:00,UTC,,,88,,,-0.8,-2.5,,,,
2017,1,9,10:00,UTC,,,87,,,-0.5,-2.3,,,,
2017,1,9,11:00,UTC,,,86,,,-0.2,-2.3,,,,
2017,1,9,12:00,UTC,,,83,,,-0.2,-2.8,,,,
2017,1,9,13:00,UTC,,,86,,,-1.1,-3.2,,,,
2017,1,9,14:00,UTC,,,87,,,-1.2,-3.1,,,,
2017,1,9,15:00,UTC,,,88,,,-1.4,-3.2,,,,
2017,1,9,16:00,UTC,,,89,,,-0.9,-2.5,,,,
2017,1,9,17:00,UTC,,,90,,,-0.3,-1.8,,,,
2017,1,9,18:00,UTC,,,92,,,0.1,-1.1,,,,
2017,1,9,19:00,UTC,,,92,,,0.3,-0.8,,,,
2017,1,9,20:00,UTC,,,92,,,0.3,-0.8,,,,
2017,1,9,21:00,UTC,,,92,,,0.3,-0.8,,,,
2017,1,9,22:00,UTC,,,92,,,0.5,-0.7,,,,
2017,1,9,23:00,UTC,,,91,,,0.4,-0.8,,,,
2017,1,10,00:00,UTC,,,89,,,0.5,-1.1,,,,
2017,1,10,01:00,UTC,,,90,,,0.7,-0.8,,,,
2017,1,10,02:00,UTC,,,90,,,1,-0.5,,,,
2017,1,10,03:00,UTC,,,90,,,1.3,-0.1,,,,
2017,1,10,04:00,UTC,,,91,,,1.5,0.2,,,,
2017,1,10,05:00,UTC,,,90,,,2,0.6,,,,
2017,1,10,06:00,UTC,,,89,,,2.4,0.8,,,,
2017,1,10,07:00,UTC,,,90,,,2.2,0.7,,,,
2017,1,10,08:00,UTC,,,89,,,2.2,0.6,,,,
2017,1,10,09:00,UTC,,,87,,,2.1,0.2,,,,
2017,1,10,10:00,UTC,,,81,,,2.2,-0.7,,,,
2017,1,10,11:00,UTC,,,83,,,2,-0.6,,,,
2017,1,10,12:00,UTC,,,85,,,1.8,-0.5,,,,
2017,1,10,13:00,UTC,,,87,,,1.3,-0.7,,,,
2017,1,10,14:00,UTC,,,89,,,1.2,-0.5,,,,
2017,1,10,15:00,UTC,,,83,,,1.2,-1.3,,,,
2017,1,10,16:00,UTC,,,84,,,1,-1.5,,,,
2017,1,10,17:00,UTC,,,87,,,0.6,-1.4,,,,
2017,1,10,18:00,UTC,,,85,,,0.7,-1.5,,,,
2017,1,10,19:00,UTC,,,85,,,0.7,-1.6,,,,
2017,1,10,20:00,UTC,,,86,,,0.6,-1.6,,,,
2017,1,10,21:00,UTC,,,85,,,0.5,-1.7,,,,
2017,1,10,22:00,UTC,,,80,,,0.7,-2.5,,,,
2017,1,10,23:00,UTC,,,80,,,0.5,-2.6,,,,
2017,1,11,00:00,UTC,,,77,,,0.5,-3.2,,,,
2017,1,11,01:00,UTC,,,76,,,0.4,-3.3,,,,
2017,1,11,02:00,UTC,,,78,,,0.6,-2.9,,,,
2017,1,11,03:00,UTC,,,77,,,0.6,-3,,,,
2017,1,11,04:00,UTC,,,75,,,0.3,-3.7,,,,
2017,1,11,05:00,UTC,,,84,,,0.1,-2.2,,,,
2017,1,11,06:00,UTC,,,79,,,0.7,-2.5,,,,
2017,1,11,07:00,UTC,,,79,,,1,-2.2,,,,
2017,1,11,08:00,UTC,,,77,,,1.3,-2.4,,,,
2017,1,11,09:00,UTC,,,78,,,1.4,-2,,,,
2017,1,11,10:00,UTC,,,76,,,1.5,-2.3,,,,
2017,1,11,11:00,UTC,,,76,,,1.3,-2.5,,,,
2017,1,11,12:00,UTC,,,76,,,1,-2.8,,,,
2017,1,11,13:00,UTC,,,78,,,0.5,-2.9,,,,
2017,1,11,14:00,UTC,,,79,,,0.2,-3.1,,,,
2017,1,11,15:00,UTC,,,80,,,-0.4,-3.6,,,,
2017,1,11,16:00,UTC,,,78,,,-1.1,-4.5,,,,
2017,1,11,17:00,UTC,,,74,,,-1.4,-5.5,,,,
2017,1,11,18:00,UTC,,,72,,,-2.6,-7,,,,
2017,1,11,19:00,UTC,,,72,,,-3.3,-7.6,,,,
2017,1,11,20:00,UTC,,,73,,,-3.8,-8,,,,
2017,1,11,21:00,UTC,,,71,,,-4.1,-8.5,,,,
2017,1,11,22:00,UTC,,,67,,,-4.4,-9.7,,,,
2017,1,11,23:00,UTC,,,65,,,-4.3,-10,,,,
2017,1,12,00:00,UTC,,,65,,,-3.7,-9.3,,,,
2017,1,12,01:00,UTC,,,67,,,-3.2,-8.4,,,,
2017,1,12,02:00,UTC,,,69,,,-2.7,-7.7,,,,
2017,1,12,03:00,UTC,,,70,,,-2.8,-7.6,,,,
2017,1,12,04:00,UTC,,,71,,,-3.2,-7.8,,,,
2017,1,12,05:00,UTC,,,74,,,-3.4,-7.4,,,,
2017,1,12,06:00,UTC,,,76,,,-3.4,-7.1,,,,
2017,1,12,07:00,UTC,,,75,,,-3.5,-7.3,,,,
2017,1,12,08:00,UTC,,,75,,,-3.8,-7.5,,,,
2017,1,12,09:00,UTC,,,78,,,-4,-7.3,,,,
2017,1,12,10:00,UTC,,,77,,,-4.1,-7.5,,,,
2017,1,12,11:00,UTC,,,77,,,-3.8,-7.3,,,,
2017,1,12,12:00,UTC,,,76,,,-3.5,-7.2,,,,
2017,1,12,13:00,UTC,,,78,,,-3.6,-6.9,,,,
2017,1,12,14:00,UTC,,,76,,,-3.3,-7,,,,
2017,1,12,15:00,UTC,,,76,,,-3.2,-6.8,,,,
2017,1,12,16:00,UTC,,,77,,,-3,-6.5,,,,
2017,1,12,17:00,UTC,,,77,,,-3,-6.5,,,,
2017,1,12,18:00,UTC,,,78,,,-2.9,-6.2,,,,
2017,1,12,19:00,UTC,,,79,,,-2.9,-6,,,,
2017,1,12,20:00,UTC,,,80,,,-3,-5.9,,,,
2017,1,12,21:00,UTC,,,83,,,-3,-5.5,,,,
2017,1,12,22:00,UTC,,,85,,,-2.8,-5.1,,,,
2017,1,12,23:00,UTC,,,86,,,-2.8,-4.9,,,,
2017,1,13,00:00,UTC,,,87,,,-2.8,-4.6,,,,
2017,1,13,01:00,UTC,,,87,,,-2.6,-4.5,,,,
2017,1,13,02:00,UTC,,,90,,,-2.7,-4.1,,,,
2017,1,13,03:00,UTC,,,89,,,-2.7,-4.2,,,,
2017,1,13,04:00,UTC,,,89,,,-2.7,-4.2,,,,
2017,1,13,05:00,UTC,,,90,,,-2.4,-3.9,,,,
2017,1,13,06:00,UTC,,,90,,,-2.2,-3.6,,,,
2017,1,13,07:00,UTC,,,91,,,-1.7,-3,,,,
2017,1,13,08:00,UTC,,,91,,,-1.5,-2.7,,,,
2017,1,13,09:00,UTC,,,92,,,-0.3,-1.5,,,,
2017,1,13,10:00,UTC,,,91,,,0.3,-1,,,,
2017,1,13,11:00,UTC,,,89,,,0.7,-0.9,,,,
2017,1,13,12:00,UTC,,,87,,,0.9,-1.1,,,,
2017,1,13,13:00,UTC,,,89,,,0.6,-1,,,,
2017,1,13,14:00,UTC,,,89,,,0.8,-0.7,,,,
2017,1,13,15:00,UTC,,,90,,,0.6,-0.9,,,,
2017,1,13,16:00,UTC,,,88,,,0.7,-1.1,,,,
2017,1,13,17:00,UTC,,,86,,,0.7,-1.4,,,,
2017,1,13,18:00,UTC,,,85,,,0.3,-1.9,,,,
2017,1,13,19:00,UTC,,,83,,,0.2,-2.4,,,,
2017,1,13,20:00,UTC,,,86,,,-0.5,-2.5,,,,
2017,1,13,21:00,UTC,,,84,,,-0.7,-3.1,,,,
2017,1,13,22:00,UTC,,,83,,,-0.6,-3.2,,,,
2017,1,13,23:00,UTC,,,86,,,-0.6,-2.7,,,,
2017,1,14,00:00,UTC,,,87,,,-0.7,-2.7,,,,
2017,1,14,01:00,UTC,,,86,,,-0.7,-2.8,,,,
2017,1,14,02:00,UTC,,,86,,,-0.8,-2.9,,,,
2017,1,14,03:00,UTC,,,86,,,-0.9,-2.9,,,,
2017,1,14,04:00,UTC,,,89,,,-1.2,-2.7,,,,
2017,1,14,05:00,UTC,,,89,,,-1,-2.7,,,,
2017,1,14,06:00,UTC,,,90,,,-0.9,-2.4,,,,
2017,1,14,07:00,UTC,,,89,,,-0.9,-2.4,,,,
2017,1,14,08:00,UTC,,,90,,,-0.6,-2.1,,,,
2017,1,14,09:00,UTC,,,89,,,-0.5,-2.1,,,,
2017,1,14,10:00,UTC,,,86,,,-0.5,-2.5,,,,
2017,1,14,11:00,UTC,,,86,,,-0.9,-2.9,,,,
2017,1,14,12:00,UTC,,,89,,,-1,-2.7,,,,
2017,1,14,13:00,UTC,,,89,,,-0.9,-2.5,,,,
2017,1,14,14:00,UTC,,,87,,,-1.1,-3,,,,
2017,1,14,15:00,UTC,,,89,,,-1.3,-2.9,,,,
2017,1,14,16:00,UTC,,,89,,,-1.3,-2.8,,,,
2017,1,14,17:00,UTC,,,89,,,-1.7,-3.3,,,,
2017,1,14,18:00,UTC,,,88,,,-1.9,-3.6,,,,
2017,1,14,19:00,UTC,,,90,,,-2.3,-3.7,,,,
2017,1,14,20:00,UTC,,,89,,,-2.2,-3.7,,,,
2017,1,14,21:00,UTC,,,88,,,-1.9,-3.6,,,,
2017,1,14,22:00,UTC,,,89,,,-2.2,-3.7,,,,
2017,1,14,23:00,UTC,,,89,,,-2.3,-3.9,,,,
2017,1,15,00:00,UTC,,,87,,,-2.5,-4.4,,,,
2017,1,15,01:00,UTC,,,85,,,-2.7,-5,,,,
2017,1,15,02:00,UTC,,,86,,,-3.5,-5.5,,,,
2017,1,15,03:00,UTC,,,86,,,-3.7,-5.6,,,,
2017,1,15,04:00,UTC,,,87,,,-4.2,-6.1,,,,
2017,1,15,05:00,UTC,,,88,,,-4.5,-6.2,,,,
2017,1,15,06:00,UTC,,,89,,,-4.9,-6.4,,,,
2017,1,15,07:00,UTC,,,89,,,-5.1,-6.5,,,,
2017,1,15,08:00,UTC,,,90,,,-5.6,-7,,,,
2017,1,15,09:00,UTC,,,91,,,-6.1,-7.4,,,,
2017,1,15,10:00,UTC,,,91,,,-6.4,-7.5,,,,
2017,1,15,11:00,UTC,,,91,,,-6.9,-8.2,,,,
2017,1,15,12:00,UTC,,,91,,,-7.1,-8.3,,,,
2017,1,15,13:00,UTC,,,90,,,-7.3,-8.6,,,,
2017,1,15,14:00,UTC,,,90,,,-7.4,-8.7,,,,
2017,1,15,15:00,UTC,,,90,,,-8.1,-9.5,,,,
2017,1,15,16:00,UTC,,,90,,,-8.3,-9.6,,,,
2017,1,15,17:00,UTC,,,90,,,-8.5,-9.9,,,,
2017,1,15,18:00,UTC,,,90,,,-8.2,-9.5,,,,
2017,1,15,19:00,UTC,,,90,,,-7.6,-8.9,,,,
2017,1,15,20:00,UTC,,,90,,,-6.9,-8.2,,,,
2017,1,15,21:00,UTC,,,90,,,-6.7,-8.1,,,,
2017,1,15,22:00,UTC,,,90,,,-6.6,-8,,,,
2017,1,15,23:00,UTC,,,90,,,-5.8,-7.3,,,,
2017,1,16,00:00,UTC,,,89,,,-5.7,-7.3,,,,
2017,1,16,01:00,UTC,,,89,,,-5.7,-7.2,,,,
2017,1,16,02:00,UTC,,,88,,,-5.4,-7,,,,
2017,1,16,03:00,UTC,,,87,,,-4.9,-6.7,,,,
2017,1,16,04:00,UTC,,,88,,,-5.2,-7,,,,
2017,1,16,05:00,UTC,,,88,,,-5.4,-7.1,,,,
2017,1,16,06:00,UTC,,,89,,,-5.1,-6.7,,,,
2017,1,16,07:00,UTC,,,90,,,-5.8,-7.2,,,,
2017,1,16,08:00,UTC,,,89,,,-5.4,-6.9,,,,
2017,1,16,09:00,UTC,,,87,,,-5,-6.8,,,,
2017,1,16,10:00,UTC,,,86,,,-4.8,-6.8,,,,
2017,1,16,11:00,UTC,,,86,,,-5,-6.9,,,,
2017,1,16,12:00,UTC,,,88,,,-5.4,-7.1,,,,
2017,1,16,13:00,UTC,,,89,,,-5.7,-7.3,,,,
2017,1,16,14:00,UTC,,,88,,,-5.7,-7.3,,,,
2017,1,16,15:00,UTC,,,88,,,-5.8,-7.5,,,,
2017,1,16,16:00,UTC,,,88,,,-5.3,-7.1,,,,
2017,1,16,17:00,UTC,,,88,,,-5.5,-7.2,,,,
2017,1,16,18:00,UTC,,,91,,,-5.6,-6.8,,,,
2017,1,16,19:00,UTC,,,92,,,-5,-6.2,,,,
2017,1,16,20:00,UTC,,,91,,,-4.8,-6.1,,,,
2017,1,16,21:00,UTC,,,91,,,-4.6,-5.9,,,,
2017,1,16,22:00,UTC,,,91,,,-4.4,-5.6,,,,
2017,1,16,23:00,UTC,,,91,,,-4.4,-5.7,,,,
2017,1,17,00:00,UTC,,,91,,,-4.4,-5.7,,,,
2017,1,17,01:00,UTC,,,91,,,-4.5,-5.8,,,,
2017,1,17,02:00,UTC,,,91,,,-4.5,-5.8,,,,
2017,1,17,03:00,UTC,,,90,,,-4.3,-5.7,,,,
2017,1,17,04:00,UTC,,,88,,,-3.7,-5.3,,,,
2017,1,17,05:00,UTC,,,89,,,-3.6,-5.3,,,,
2017,1,17,06:00,UTC,,,88,,,-3,-4.8,,,,
2017,1,17,07:00,UTC,,,86,,,-2.6,-4.5,,,,
2017,1,17,08:00,UTC,,,85,,,-2.4,-4.6,,,,
2017,1,17,09:00,UTC,,,85,,,-2.3,-4.4,,,,
2017,1,17,10:00,UTC,,,86,,,-2.7,-4.7,,,,
2017,1,17,11:00,UTC,,,86,,,-2.8,-4.7,,,,
