Vuosi,Kk,Pv,Klo,Aikavyöhyke,Pilvien määrä (1/8),Ilmanpaine (msl) (hPa),Suhteellinen kosteus (%),Sateen intensiteetti (mm/h),Lumensyvyys (cm),Ilman lämpötila (degC),Kastepistelämpötila (degC),Näkyvyys (m),Tuulen suunta (deg),Puuskanopeus (m/s),Tuulen nopeus (m/s)
2017,1,5,18:00,UTC,0,1035.6,81,0,0,-17.5,-20,47632,138,2.2,1.8
2017,1,5,19:00,UTC,0,1036.2,83,0,0,-18,-20.2,37701,130,2,1.6
2017,1,5,20:00,UTC,0,1036.6,83,0,0,-18.5,-20.7,39431,135,1.8,1.4
2017,1,5,21:00,UTC,0,1037.1,83,0,0,-18.7,-21,24230,127,1.6,1.3
2017,1,5,22:00,UTC,0,1037.1,82,0,2,-19.1,-21.3,20043,137,1.7,1.3
2017,1,5,23:00,UTC,6,1037.4,82,0,2,-18.6,-20.9,22618,133,1.9,1.4
2017,1,6,00:00,UTC,0,1037.7,83,0,2,-19,-21.1,30807,176,1,0.7
2017,1,6,01:00,UTC,0,1037.6,82,0,2,-19.3,-21.6,28560,115,1.3,1
2017,1,6,02:00,UTC,0,1037.5,81,0,2,-19.7,-22.1,27878,128,2.4,1.8
2017,1,6,03:00,UTC,0,1037.6,81,0,2,-19.4,-21.9,44894,134,2.9,2.2
2017,1,6,04:00,UTC,2,1036.9,82,0,2,-18.8,-21.1,50000,133,3.5,2.8
2017,1,6,05:00,UTC,8,1036.7,82,0,2,-16,-18.3,50000,141,4.9,3.6
2017,1,6,06:00,UTC,7,1036.7,81,0,2,-15.5,-18,42715,140,5.3,4
2017,1,6,07:00,UTC,5,1036.5,83,0,2,-14.3,-16.5,48540,139,4.8,3.4
2017,1,6,08:00,UTC,1,1036.6,80,0,2,-14.4,-17.1,50000,148,5.5,3.9
2017,1,6,09:00,UTC,1,1036.3,81,0,2,-14.4,-17,23314,146,4.8,3.5
2017,1,6,10:00,UTC,1,1035.6,83,0,2,-12.3,-14.6,50000,153,7.6,4.4
2017,1,6,11:00,UTC,0,1034.9,84,0,2,-11.5,-13.6,50000,143,6.1,4.3
2017,1,6,12:00,UTC,0,1033.9,84,0,0,-10.9,-13,50000,147,6.2,4.3
2017,1,6,13:00,UTC,5,1033,86,0,2,-10.1,-11.9,50000,150,7.6,4.9
2017,1,6,14:00,UTC,8,1032.1,86,0,2,-8.9,-10.8,4861,157,9.2,6
2017,1,6,15:00,UTC,8,1031.7,86,0,0,-8.8,-10.8,5568,158,9,5.7
2017,1,6,16:00,UTC,8,1030.8,86,0,2,-8.6,-10.4,8349,155,8.7,5.3
2017,1,6,17:00,UTC,8,1029.8,86,0,2,-8.3,-10.2,13469,153,9.9,5.7
2017,1,6,18:00,UTC,8,1028.6,85,0,2,-7.8,-9.9,50000,159,8.4,5.7
2017,1,6,19:00,UTC,8,1027.3,84,0,2,-6.9,-9.1,34234,154,9.6,6.1
2017,1,6,20:00,UTC,8,1025.7,84,0,2,-5.9,-8.1,50000,161,9.8,5.5
2017,1,6,21:00,UTC,8,1024.4,87,0,2,-5.1,-7,50000,157,7.4,5.1
2017,1,6,22:00,UTC,8,1023.3,79,0,2,-2.8,-5.9,50000,185,9.3,4.5
2017,1,6,23:00,UTC,8,1021.7,70,0,2,-2,-6.7,50000,191,12,6.2
2017,1,7,00:00,UTC,8,1020.6,72,0,5,-2,-6.3,50000,190,12.4,5.4
2017,1,7,01:00,UTC,8,1019.2,83,0.5,2,-2.4,-5,4139,196,12,5.8
2017,1,7,02:00,UTC,8,1017.9,88,0.4,2,-2.5,-4.3,6137,200,10.4,5.6
2017,1,7,03:00,UTC,8,1016.9,92,1.4,3,-2.6,-3.7,1229,191,8.1,4.4
2017,1,7,04:00,UTC,8,1015.9,92,0.7,4,-2.5,-3.6,751,196,9,5
2017,1,7,05:00,UTC,8,1015.4,95,1.4,5,-2.2,-2.9,585,221,9.1,5.2
2017,1,7,06:00,UTC,8,1015.1,92,0.2,5,-2,-3.1,1638,220,9.4,5.3
2017,1,7,07:00,UTC,8,1014.9,92,0,6,-1.9,-3,3402,213,6.9,3.9
2017,1,7,08:00,UTC,8,1015.4,94,0,6,-1.8,-2.7,1280,195,5.4,2.5
2017,1,7,09:00,UTC,8,1015.3,95,0.3,6,-1.5,-2.2,13836,206,6.4,3
2017,1,7,10:00,UTC,8,1015,95,0,6,-1.1,-1.8,42178,184,5.9,2.8
2017,1,7,11:00,UTC,6,1015.2,95,0,6,-0.7,-1.4,32745,217,4.6,2.7
2017,1,7,12:00,UTC,7,1015.4,95,0,6,-0.2,-0.9,38987,219,4.5,2.6
2017,1,7,13:00,UTC,0,1015.8,96,0,5,-1.1,-1.6,27958,226,3,2
2017,1,7,14:00,UTC,0,1016.4,97,0,5,-3.4,-3.9,6028,232,2.8,1.7
2017,1,7,15:00,UTC,0,1017.1,97,0,5,-3.4,-3.7,4533,236,2.8,1.9
2017,1,7,16:00,UTC,7,1017.6,97,0,5,-4.1,-4.6,18462,239,2.4,1.7
2017,1,7,17:00,UTC,1,1018,96,0,5,-5.6,-6.1,17735,256,2.3,1.7
2017,1,7,18:00,UTC,0,1018.5,94,0,5,-6.8,-7.6,30765,231,2.3,1.8
2017,1,7,19:00,UTC,0,1018.9,96,0,5,-4.2,-4.7,28543,252,3.3,2.5
2017,1,7,20:00,UTC,0,1019,96,0,5,-3.6,-4.2,21198,262,3.2,2.4
2017,1,7,21:00,UTC,0,1020.1,96,0,5,-4.8,-5.4,2115,238,2.6,1.8
2017,1,7,22:00,UTC,0,1020.2,97,0,5,-3.2,-3.7,14841,253,2.5,1.3
2017,1,7,23:00,UTC,0,1020.4,95,0,5,-6.2,-6.9,32565,233,1.9,1.5
2017,1,8,00:00,UTC,7,1020.5,95,0,5,-5.9,-6.6,50000,181,2.5,1.7
2017,1,8,01:00,UTC,3,1020.5,97,0,5,-2.2,-2.6,38668,246,3,2.1
2017,1,8,02:00,UTC,1,1021.1,96,0,5,-4,-4.5,6340,246,2.3,1.7
2017,1,8,03:00,UTC,0,1021,94,0,5,-7,-7.8,50000,191,1.6,0.9
2017,1,8,04:00,UTC,0,1021,93,0,5,-7.7,-8.7,50000,228,2.5,1.8
2017,1,8,05:00,UTC,6,1020.4,96,0,5,-5.1,-5.8,722,235,2.6,1.5
2017,1,8,06:00,UTC,3,1020.7,94,0,5,-6.9,-7.7,33615,142,2.6,2
2017,1,8,07:00,UTC,0,1021.1,93,0,5,-7.3,-8.2,38482,153,2.4,1.9
2017,1,8,08:00,UTC,5,1020.7,93,0,5,-7.3,-8.3,25000,143,3.3,2.2
2017,1,8,09:00,UTC,0,1019.9,94,0,5,-6.5,-7.3,26860,160,2.5,1.5
2017,1,8,10:00,UTC,7,1019.5,97,0,5,-1.7,-2.2,27436,209,4.8,2.7
2017,1,8,11:00,UTC,4,1019.1,97,0,5,-0.9,-1.3,43574,215,5.5,3.3
2017,1,8,12:00,UTC,6,1017.8,97,0,5,-1.1,-1.5,48889,178,4.7,2.7
2017,1,8,13:00,UTC,7,1017.6,97,0,5,-1.2,-1.6,43508,175,5.6,3
2017,1,8,14:00,UTC,0,1016.5,97,0,5,-1.5,-1.9,36516,174,5.6,3.5
2017,1,8,15:00,UTC,2,1015.5,96,0,5,-1.5,-2.1,50000,196,6.1,2.7
2017,1,8,16:00,UTC,8,1015.5,93,0,5,0,-1,50000,224,8.3,4.1
2017,1,8,17:00,UTC,8,1015,90,0,5,-0.1,-1.5,50000,222,7.5,4.1
2017,1,8,18:00,UTC,8,1014.7,92,0,5,0.1,-1,43775,225,7,3.7
2017,1,8,19:00,UTC,7,1015.1,93,0,5,0.4,-0.7,45970,228,7.1,4
2017,1,8,20:00,UTC,7,1015.2,92,0,5,0.4,-0.7,50000,232,7.1,3.5
2017,1,8,21:00,UTC,4,1015.2,93,0,5,0.2,-0.7,40988,226,6.4,4
2017,1,8,22:00,UTC,1,1014.8,94,0,5,0.3,-0.5,41814,222,6.2,4.1
2017,1,8,23:00,UTC,0,1014.6,95,0,5,0.1,-0.6,46063,217,6.5,3.6
2017,1,9,00:00,UTC,1,1014.8,94,0,5,0.4,-0.4,46975,227,6.8,3.8
2017,1,9,01:00,UTC,3,1014.9,94,0,5,0.4,-0.5,37350,225,5.9,2.8
2017,1,9,02:00,UTC,0,1014.8,94,0,5,0.4,-0.4,32555,224,5.7,3.6
2017,1,9,03:00,UTC,0,1014.7,95,0,5,0.3,-0.4,37784,230,3.7,2.4
2017,1,9,04:00,UTC,0,1014.5,95,0,5,0.2,-0.6,31796,243,3.9,2.2
2017,1,9,05:00,UTC,7,1013.9,96,0,4,-0.1,-0.8,22790,228,3.2,1.9
2017,1,9,06:00,UTC,6,1014,95,0,5,0.2,-0.6,28004,231,4.3,2.6
2017,1,9,07:00,UTC,7,1013.9,94,0,5,0.8,-0.1,36463,236,5.9,2.8
2017,1,9,08:00,UTC,5,1013.3,92,0,5,0.6,-0.5,37736,228,4.2,2.7
2017,1,9,09:00,UTC,7,1013.5,91,0,5,0.9,-0.4,40586,227,4.2,2.5
2017,1,9,10:00,UTC,3,1012.9,91,0,5,1,-0.3,39277,208,5.2,2.7
2017,1,9,11:00,UTC,8,1012.6,92,0,5,1.1,0,38575,217,6.5,3.9
2017,1,9,12:00,UTC,7,1012.2,94,0,5,0.8,0,39638,218,7,4
2017,1,9,13:00,UTC,7,1011.7,94,0,5,0.2,-0.6,46841,182,5.3,2.5
2017,1,9,14:00,UTC,7,1011.7,95,0,5,-0.6,-1.4,40830,171,4.3,2.8
2017,1,9,15:00,UTC,8,1011.2,95,0,5,-0.9,-1.6,12662,174,6.3,3.6
2017,1,9,16:00,UTC,8,1010.9,97,0,5,-0.7,-1.1,3619,197,5.1,2.6
2017,1,9,17:00,UTC,8,1010.4,97,0,5,-0.2,-0.6,7951,197,6.3,3.1
2017,1,9,18:00,UTC,8,1010,98,0,5,-0.1,-0.4,1583,192,6.2,2.7
2017,1,9,19:00,UTC,8,1009.7,98,0,5,0.1,-0.2,2528,201,7.4,3.2
2017,1,9,20:00,UTC,8,1009.5,98,0,5,0.2,-0.1,2318,199,8.1,3.8
2017,1,9,21:00,UTC,8,1009.1,98,0,5,0.4,0.1,4124,181,6.5,3.2
2017,1,9,22:00,UTC,8,1008.6,98,0.3,6,0.5,0.2,4250,183,4.2,2.1
2017,1,9,23:00,UTC,8,1008.3,98,0.4,6,0.7,0.4,3395,174,4.1,2.5
2017,1,10,00:00,UTC,8,1007.8,98,0,6,1.3,1,4477,189,4.2,2.2
2017,1,10,01:00,UTC,8,1008,98,0,6,2.3,1.9,42817,204,5.8,2.5
2017,1,10,02:00,UTC,8,1007.8,96,0,5,2.9,2.3,50000,216,6.5,3.8
2017,1,10,03:00,UTC,8,1007.7,94,0,5,3,2.2,48682,209,6.2,3.5
2017,1,10,04:00,UTC,8,1007.9,96,0,4,2.6,2,23143,218,8.6,4.2
2017,1,10,05:00,UTC,8,1007.9,95,0,4,2.6,1.9,22801,221,8.9,4.9
2017,1,10,06:00,UTC,8,1008.6,94,0,4,2.7,1.7,33985,223,9.1,5.3
2017,1,10,07:00,UTC,8,1009,92,0,3,2.5,1.3,48327,221,8,4.4
2017,1,10,08:00,UTC,8,1009.3,90,0,3,2.3,0.8,50000,218,7.5,4.2
2017,1,10,09:00,UTC,8,1009.4,89,0,3,2.2,0.5,50000,198,6.5,3.3
2017,1,10,10:00,UTC,8,1009.2,88,0,3,2.2,0.4,33518,203,7.9,3.6
2017,1,10,11:00,UTC,8,1009,87,0,3,2.1,0.2,42267,218,8.9,5
2017,1,10,12:00,UTC,8,1008.9,94,0,3,1.4,0.6,19851,205,7.7,3.6
2017,1,10,13:00,UTC,8,1009,93,0,2,1.1,0.1,13258,205,7.4,4.3
2017,1,10,14:00,UTC,8,1008.9,89,0,2,1.3,-0.3,33030,206,9.6,4.6
2017,1,10,15:00,UTC,8,1008.6,88,0,2,1.1,-0.6,28270,198,7.9,4
2017,1,10,16:00,UTC,8,1008.2,88,0,2,0.9,-0.9,19457,194,7.6,3.9
2017,1,10,17:00,UTC,8,1008.2,86,0,2,1,-1,21561,199,7.4,3.9
2017,1,10,18:00,UTC,8,1007.9,87,0,2,1.1,-0.8,11864,196,9.1,4.2
2017,1,10,19:00,UTC,8,1007.7,88,0,2,1.2,-0.5,22328,189,8.9,4.5
2017,1,10,20:00,UTC,8,1007.4,84,0,2,1.2,-1.2,26603,195,10.5,4.9
2017,1,10,21:00,UTC,8,1006.8,79,0,2,1.3,-2,25371,181,11.2,6.1
2017,1,10,22:00,UTC,8,1006.5,80,0,2,1.4,-1.8,24971,192,11.4,5.2
2017,1,10,23:00,UTC,8,1005.8,77,0,2,1.5,-2,28779,189,10.1,4.8
2017,1,11,00:00,UTC,8,1005.1,75,0,2,1.6,-2.4,26878,198,9.7,5.2
2017,1,11,01:00,UTC,8,1003.9,77,0,2,1.5,-2.1,22734,186,13.2,6
2017,1,11,02:00,UTC,8,1003.1,79,0,2,1.5,-1.7,20283,191,10.7,4.8
2017,1,11,03:00,UTC,8,1002,80,0,2,1.5,-1.6,19429,186,13.2,6
2017,1,11,04:00,UTC,8,1001.2,82,0,2,1.7,-1.1,21140,196,9.3,4.6
2017,1,11,05:00,UTC,8,1000,84,0,2,1.9,-0.5,22981,186,11.2,5.8
2017,1,11,06:00,UTC,8,998.9,82,0,2,2,-0.7,29157,190,12.9,7.2
2017,1,11,07:00,UTC,8,998.5,82,0,2,1.9,-0.9,30466,189,13.3,6.6
2017,1,11,08:00,UTC,8,997.8,80,0,2,1.9,-1.2,26699,189,15.9,6
2017,1,11,09:00,UTC,8,997.2,80,0,2,1.9,-1.2,21848,185,10.6,5.3
2017,1,11,10:00,UTC,8,996.2,83,0,2,1.2,-1.4,14738,176,13.8,6
2017,1,11,11:00,UTC,8,995.2,80,0,2,1.2,-2,12099,176,11.5,5.5
2017,1,11,12:00,UTC,8,994.3,76,0,2,1.3,-2.4,12166,174,9.8,5.6
2017,1,11,13:00,UTC,8,993.2,73,0,2,1.4,-2.8,19774,168,13.6,7.5
2017,1,11,14:00,UTC,8,992,72,0,2,1.4,-3.2,18423,171,13.7,6.6
2017,1,11,15:00,UTC,8,990.4,73,0,2,1.3,-3,15207,164,15,7.7
2017,1,11,16:00,UTC,8,989.7,70,0,2,1.3,-3.6,17173,172,14.4,7.5
2017,1,11,17:00,UTC,8,988.7,73,0,2,1,-3.3,15231,161,12.6,7.7
2017,1,11,18:00,UTC,8,988.1,73,0,2,0.1,-4.2,14541,157,14.2,9.3
2017,1,11,19:00,UTC,8,987.4,73,0,2,-1.1,-5.4,15636,147,14.8,9.2
2017,1,11,20:00,UTC,8,986.8,69,0,2,-1.3,-6.2,19657,149,15.3,9.4
2017,1,11,21:00,UTC,8,986,70,0,2,-1.3,-6,19582,149,12.8,8
2017,1,11,22:00,UTC,8,985.3,67,0,2,-1.4,-6.7,19046,144,13.1,9.2
2017,1,11,23:00,UTC,8,984.3,71,0,2,-1.4,-5.9,7771,149,14.6,9.5
2017,1,12,00:00,UTC,8,983.2,72,0,2,-1.5,-5.9,19748,143,16.1,9.8
2017,1,12,01:00,UTC,8,982.6,75,0,2,-1.7,-5.4,13406,146,14.5,9.5
2017,1,12,02:00,UTC,8,981.5,80,0,2,-1.8,-4.8,15078,143,15,10.3
2017,1,12,03:00,UTC,8,980.8,85,0,2,-1.9,-4.1,9665,143,14.6,9.9
2017,1,12,04:00,UTC,8,979.8,84,0,2,-2.1,-4.4,14889,141,16.6,10.2
2017,1,12,05:00,UTC,8,979.2,84,0,2,-1.9,-4.3,7420,140,15.9,11.2
2017,1,12,06:00,UTC,8,978.7,82,0,2,-1.8,-4.5,14587,141,16.4,11.2
2017,1,12,07:00,UTC,8,978.5,81,0,2,-1.5,-4.4,16786,139,17.1,11.2
2017,1,12,08:00,UTC,8,978.5,83,0,2,-1.5,-4,9052,142,15.6,10.3
2017,1,12,09:00,UTC,8,978.7,91,0,2,-2.1,-3.3,860,144,15,9.9
2017,1,12,10:00,UTC,8,978.8,92,0.3,2,-1.7,-2.9,866,147,17.2,10
2017,1,12,11:00,UTC,8,979.4,88,0,2,-1,-2.8,4448,151,17.4,9.9
